ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000071889,340.59054287827087,0.20966840239499868,0.1496223189473701,1.4013176902354378,0.16111909348107883,0.31364903762935276,FAM3A
ENSG00000071894,2903.774916536278,-0.0033402250066868608,0.09681454853676114,-0.03450127131893359,0.972477428587339,0.9857927905468018,CPSF1
ENSG00000071909,7.723460418087313,0.34689226170883736,0.5798021542889797,0.5982941924978472,0.5496436509679756,0.7161400944205459,MYO3B
ENSG00000071967,40.36466006615959,0.45900209979857076,0.33379721603495227,1.3750926543093402,0.169102721423629,0.32465961358955037,CYBRD1
ENSG00000071991,4.980038677838535,0.22767268245538558,0.9352330445775092,0.2434395189257203,0.8076649327366386,0.8920897935869252,CDH19
ENSG00000071994,2605.18978172887,-0.20760492620374607,0.09902171806997526,-2.096559525022973,0.03603258540474681,0.09781298930091886,PDCD2
ENSG00000072042,4359.448941463792,0.08611183784397243,0.03921884215598941,2.1956751681110407,0.028115201755340876,0.08035357371059744,RDH11
ENSG00000072062,1310.816984278515,0.44273037873110693,0.09438477070377976,4.690697190128123,2.7227567819352656e-6,2.192199482751455e-5,PRKACA
ENSG00000072071,89.31263850885198,1.0702200777141668,0.34437947255130497,3.1076767432899985,0.0018856419580205617,0.008100915709159082,ADGRL1
ENSG00000072110,6483.77160139818,-0.5333654627038853,0.06309797036100888,-8.45297336272921,2.8397648261365554e-17,8.088278789383407e-16,ACTN1
ENSG00000072121,1340.5063622741018,-0.09308039414667604,0.10189440679014922,-0.9134985626676686,0.3609803891926738,0.5509512887296824,ZFYVE26
ENSG00000072133,14.490968922079308,-0.18759604339933603,0.39484945968249296,-0.47510776271591226,0.6347101657828733,0.7802806519113606,RPS6KA6
ENSG00000072134,968.5840664260081,-0.15386184941167277,0.11478408159052636,-1.3404458813422406,0.18010042769824047,0.3403033865903822,EPN2
ENSG00000072135,1030.7106294704859,0.33188207794261315,0.08811042977331118,3.766660528117647,1.654457197134554e-4,9.384952948741745e-4,PTPN18
ENSG00000072163,104.53047252552906,1.641742213236456,0.16833430576718778,9.752867698323138,1.7932953769316804e-22,7.816020052118764e-21,LIMS2
ENSG00000072182,4.186790636977948,0.7128962594365049,0.7806914482658388,0.9131600724205083,0.3611583598527055,0.5510672941343723,ASIC4
ENSG00000072195,10.5824146967955,3.6104638597025787,0.9264427509053037,3.8971257060131306,9.734109958774199e-5,5.825913319179972e-4,SPEG
ENSG00000072201,86.43905091765971,-0.17572452693445859,0.24303500171054504,-0.7230420544269862,0.46965404756339535,0.6509990510531855,LNX1
ENSG00000072210,7205.993816413199,0.160205557737425,0.047169330432162954,3.396392449704713,6.828038452500258e-4,0.003326201675952204,ALDH3A2
ENSG00000072274,18686.5175444151,-0.11375023496701724,0.08148021268398904,-1.3960473496575603,0.16270023702083583,0.31616639180038975,TFRC
ENSG00000072310,1667.8392007960315,0.22233662269918192,0.1260495867906144,1.763882201918785,0.07775181396488506,0.1813175422557888,SREBF1
ENSG00000072364,5914.128054495211,-0.14274090855618973,0.06148133865401314,-2.321694870039601,0.02024937137731656,0.06114238879684161,AFF4
